budget,id,original_language,original_title,popularity,release_date,revenue,runtime,status,title,vote_average,vote_count
0,19457,en,The Yards,10.150993,27/04/2000,0,115,Released,The Yards,6,97
0,112937,en,The Oogieloves in the Big Balloon Adventure,0.28576,29/08/2012,0,88,Released,The Oogieloves in the Big Balloon Adventure,2.2,8
10000000,314385,en,By the Sea,11.267676,12/11/2015,3727746,122,Released,By the Sea,5.4,156
20000000,8953,ja,Steamboy,9.129808,17/07/2004,0,126,Released,Steamboy,6.4,102
0,29078,en,The Game of Their Lives,2.013405,1/01/2005,0,101,Released,The Game of Their Lives,5.8,14
0,46503,en,All Good Things,20.086645,3/12/2010,0,101,Released,All Good Things,5.9,286
20000000,10448,en,Rapa Nui,3.581906,9/09/1994,305070,107,Released,Rapa Nui,6.2,33
0,13688,cn,長江七號,12.373248,30/01/2008,47301471,86,Released,CJ7,6.1,107
0,10353,fr,Les Visiteurs 2 : Les Couloirs du temps,12.283025,11/02/1998,0,118,Released,The Visitors II: The Corridors of Time,5.8,221
20000000,43935,en,Dylan Dog: Dead of Night,10.617236,16/03/2011,4634062,107,Released,Dylan Dog: Dead of Night,4.5,139
20000000,11458,en,People I Know,6.377308,21/11/2002,0,100,Released,People I Know,5.5,48
20000000,44638,en,The Tempest,3.620537,10/12/2010,346594,110,Released,The Tempest,6,31
0,241257,en,Regression,27.215666,1/10/2015,17671101,106,Released,Regression,5.3,585
0,14538,en,三国之见龙卸甲,4.127155,3/04/2008,0,102,Released,Three Kingdoms: Resurrection of the Dragon,6.6,35
20000000,13250,en,Butterfly on a Wheel,13.118983,27/07/2007,0,95,Released,Butterfly on a Wheel,6.3,130
20000000,133931,en,Zambezia,14.182301,5/06/2012,0,83,Released,Zambezia,5.3,68
0,280871,ta,ராமானுஜன்,0.416179,11/07/2014,0,170,Released,Ramanujan,5,3
0,239897,en,Dwegons,0.485405,24/01/2014,0,98,Released,Dwegons,0.5,1
20000000,184341,en,Hands of Stone,7.444189,26/08/2016,0,105,Released,Hands of Stone,6.1,109
20000000,334074,en,Survivor,33.625477,21/05/2015,0,96,Released,Survivor,5.4,404
27220000,199373,en,The Frozen Ground,28.060472,18/07/2013,5496951,105,Released,The Frozen Ground,6.1,465
19400000,14202,en,The Painted Veil,20.746932,9/12/2006,0,125,Released,The Painted Veil,7.1,312
27000000,6968,de,Der Baader Meinhof Komplex,7.727035,24/09/2008,0,150,Released,The Baader Meinhof Complex,7.1,157
22000000,581,en,Dances with Wolves,45.707835,9/11/1990,424208848,181,Released,Dances with Wolves,7.6,1046
20000000,52449,en,Bad Teacher,28.497242,16/05/2011,216197492,92,Released,Bad Teacher,5.4,1584
19000000,12150,en,Sea of Love,11.47316,15/09/1989,110879513,113,Released,Sea of Love,6.7,141
19000000,11247,en,A Cinderella Story,25.28132,10/07/2004,70067909,95,Released,A Cinderella Story,6.1,713
14000000,4232,en,Scream,45.99611,20/12/1996,173046663,111,Released,Scream,7,1476
0,9378,en,Thir13en Ghosts,20.392858,26/10/2001,0,91,Released,Thir13en Ghosts,5.4,440
19000000,694,en,The Shining,78.699993,22/05/1980,44017374,144,Released,The Shining,8.1,3757
19000000,105,en,Back to the Future,76.603233,3/07/1985,381109762,116,Released,Back to the Future,8,6079
19000000,11377,en,House on Haunted Hill,13.664614,29/10/1999,40846082,93,Released,House on Haunted Hill,5.5,209
0,26367,en,I Can Do Bad All By Myself,2.242809,11/09/2009,0,113,Released,I Can Do Bad All By Myself,6,40
27000000,385383,en,Fight Valley,1.224105,22/07/2016,0,90,Released,Fight Valley,3.9,8
19000000,41210,en,The Switch,27.494037,11/05/2010,49830607,101,Released,The Switch,5.9,583
18000000,12090,en,Just Married,18.47518,9/01/2003,101564935,95,Released,Just Married,5.3,404
19100000,62630,en,The Devil's Double,10.559414,11/02/2011,5728213,109,Released,The Devil's Double,6.5,208
0,16110,en,Thomas and the Magic Railroad,1.916351,26/07/2000,0,85,Released,Thomas and the Magic Railroad,4.6,8
20000000,29427,en,The Crazies,28.867568,26/02/2010,54956140,101,Released,The Crazies,6.2,633
15000000,129,ja,千と千尋の神隠し,118.968562,20/07/2001,274925095,125,Released,Spirited Away,8.3,3840
0,244114,zh,風暴,3.376967,12/12/2013,0,110,Released,Firestorm,5.9,43
25000000,2669,en,The Bounty,7.436491,4/05/1984,8613462,132,Released,The Bounty,6.5,108
0,203833,en,The Book Thief,57.84156,8/11/2013,76586316,131,Released,The Book Thief,7.4,1486
19000000,13523,en,Sex Drive,17.952817,16/10/2008,18755936,109,Released,Sex Drive,6,342
19000000,25195,en,Leap Year,21.959742,8/01/2010,29922472,100,Released,Leap Year,6.4,465
19000000,17277,en,The Fall of the Roman Empire,4.229942,24/03/1964,4750000,188,Released,The Fall of the Roman Empire,6,33
19000000,50725,en,Take Me Home Tonight,11.766564,4/03/2011,6928068,97,Released,Take Me Home Tonight,6.2,208
0,82631,en,Won't Back Down,2.366251,28/09/2012,5310554,121,Released,Won't Back Down,5.8,40
19000000,73191,en,The Nutcracker,0.068228,24/11/1993,2119994,93,Released,The Nutcracker,5.6,5
18000000,22479,en,Kansas City,5.380733,16/08/1996,0,116,Released,Kansas City,6.1,12
0,340611,en,Indignation,5.625989,29/07/2016,0,110,Released,Indignation,6.8,69
19000000,10065,en,The Amityville Horror,30.205943,15/04/2005,108047131,90,Released,The Amityville Horror,6,588
19000000,2757,en,Adaptation.,26.441669,6/12/2002,32801173,114,Released,Adaptation.,7.3,638
15000000,11683,en,Land of the Dead,15.262492,24/06/2005,46770602,93,Released,Land of the Dead,6,381
0,244339,cn,逃出生天,1.583918,10/03/2013,0,107,Released,Out of Inferno,5.8,11
18500000,1878,en,Fear and Loathing in Las Vegas,44.511363,22/05/1998,10680275,118,Released,Fear and Loathing in Las Vegas,7.2,1301
18500000,23082,en,The Invention of Lying,16.665841,13/09/2009,31912793,100,Released,The Invention of Lying,6,518
18000000,195589,en,Neighbors,36.471231,8/05/2014,268157400,96,Released,Neighbors,6.2,2713
23000000,854,en,The Mask,85.30318,29/07/1994,351583407,101,Released,The Mask,6.6,2472
18000000,2280,en,Big,20.716023,3/06/1988,151668774,104,Released,Big,6.9,993
18000000,496,en,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,29.487784,1/11/2006,261572744,82,Released,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,6.5,1579
18000000,8835,en,Legally Blonde,25.43954,13/07/2001,141774679,96,Released,Legally Blonde,6.1,882
18000000,157,en,Star Trek III: The Search for Spock,15.314027,31/05/1984,87000000,105,Released,Star Trek III: The Search for Spock,6.4,434
19000000,8643,en,The Exorcism of Emily Rose,32.602868,9/09/2005,144216468,122,Released,The Exorcism of Emily Rose,6.3,659
17000000,10402,en,Deuce Bigalow: Male Gigolo,9.832326,10/12/1999,65535067,88,Released,Deuce Bigalow: Male Gigolo,5.5,308
16000000,218043,en,Left Behind,33.452469,3/10/2014,19682924,110,Released,Left Behind,3.7,392
0,9043,en,The Family Stone,14.190837,14/12/2005,0,103,Released,The Family Stone,6.2,249
18000000,21301,en,Barbershop 2:  Back in Business,6.501815,20/01/2004,65070412,106,Released,Barbershop 2:  Back in Business,5.6,74
23000000,10147,en,Bad Santa,26.58873,26/11/2003,76488889,91,Released,Bad Santa,6.5,656
16500000,816,en,Austin Powers: International Man of Mystery,36.15716,2/05/1997,67683989,94,Released,Austin Powers: International Man of Mystery,6.5,1013
18000000,302688,en,My Big Fat Greek Wedding 2,16.027955,23/03/2016,88923251,94,Released,My Big Fat Greek Wedding 2,5.5,322
21000000,60307,en,Diary of a Wimpy Kid: Rodrick Rules,14.329891,25/03/2011,72417394,99,Released,Diary of a Wimpy Kid: Rodrick Rules,6.3,238
18000000,106,en,Predator,50.009408,11/06/1987,98235548,107,Released,Predator,7.3,2093
18000000,279,en,Amadeus,31.82675,26/10/1984,51973029,160,Released,Amadeus,7.8,1076
0,8617,en,Prom Night,9.642041,10/04/2008,14796236,88,Released,Prom Night,4.8,167
17000000,10625,en,Mean Girls,36.423717,30/04/2004,129042871,97,Released,Mean Girls,6.9,2320
0,10934,en,Under the Tuscan Sun,12.309718,30/04/2003,0,113,Released,Under the Tuscan Sun,6.4,172
19800000,5279,en,Gosford Park,11.693272,7/11/2001,87754044,137,Released,Gosford Park,6.8,246
18000000,10013,en,Peggy Sue Got Married,12.243887,5/10/1986,41382841,103,Released,Peggy Sue Got Married,5.9,136
18000000,194662,en,Birdman,89.811154,27/08/2014,103215094,119,Released,Birdman,7.4,4535
18000000,160588,en,Blue Jasmine,34.694216,25/07/2013,99206215,98,Released,Blue Jasmine,7,1098
15000000,9829,en,United 93,17.50138,28/04/2006,76286096,111,Released,United 93,6.9,367
18000000,10028,en,Honey,18.492655,24/11/2003,62646763,94,Released,Honey,6,303
18000000,10535,en,Spy Hard,11.238522,24/05/1996,0,81,Released,Spy Hard,4.9,147
1000000,790,en,The Fog,14.518598,8/02/1980,21378361,89,Released,The Fog,6.4,311
18000000,43959,en,Soul Surfer,19.234672,8/04/2011,47088990,106,Released,Soul Surfer,6.9,342
18000000,10364,en,Catch-22,4.504377,24/06/1970,24911670,121,Released,Catch-22,6.7,72
0,16991,en,Observe and Report,10.529143,10/04/2009,24007324,86,Released,Observe and Report,5.6,225
18000000,9610,en,Conan the Destroyer,18.379124,29/06/1984,100000000,103,Released,Conan the Destroyer,5.8,383
18000000,1578,en,Raging Bull,35.524457,14/11/1980,23000000,129,Released,Raging Bull,7.7,938
18000000,25643,en,Love Happens,13.472365,18/09/2009,36133014,109,Released,Love Happens,5.6,180
18000000,11904,en,Young Sherlock Holmes,8.321586,4/12/1985,0,109,Released,Young Sherlock Holmes,6.7,167
0,28665,en,Fame,7.668063,1/01/2009,0,107,Released,Fame,5.5,135
18000000,44115,en,127 Hours,52.464877,5/11/2010,35692920,94,Released,127 Hours,7,2606
0,10569,en,Small Time Crooks,11.423533,19/05/2000,0,94,Released,Small Time Crooks,6.4,155
18000000,10560,en,Center Stage,6.961736,12/05/2000,17200925,115,Released,Center Stage,6.8,90
17000000,333348,en,Love the Coopers,9.191187,12/11/2015,24000000,107,Released,Love the Coopers,5.4,167
18000000,20483,en,Catch That Kid,4.492859,6/02/2004,16702864,92,Released,Catch That Kid,4.9,76
18000000,11457,en,Life as a House,5.706767,25/10/2001,0,125,Released,Life as a House,7.2,120
30000000,321697,en,Steve Jobs,53.670525,9/10/2015,34441873,122,Released,Steve Jobs,6.8,1573
18000000,19840,en,"I Love You, Beth Cooper",14.15192,10/07/2009,0,102,Released,"I Love You, Beth Cooper",5.1,197
18000000,22327,en,Youth in Revolt,13.462544,11/09/2009,0,87,Released,Youth in Revolt,5.9,319
18000000,38665,en,The Legend of the Lone Ranger,11.725805,20/08/1981,2945600,98,Released,The Legend of the Lone Ranger,3.7,14
21000000,2575,en,The Tailor of Panama,7.047975,11/02/2001,28008462,109,Released,The Tailor of Panama,6.2,92
18000000,11644,en,Blow Out,13.628601,24/07/1981,12000000,108,Released,Blow Out,7.3,236
18000000,146227,en,Getaway,16.520516,29/08/2013,10501938,90,Released,Getaway,4.9,246
18000000,68924,en,The Ice Storm,14.916264,27/09/1997,8038061,112,Released,The Ice Storm,6.9,176
18000000,253235,en,And So It Goes,9.633711,20/07/2014,25312387,94,Released,And So It Goes,5.7,164
0,22102,en,Troop Beverly Hills,3.455018,22/03/1989,0,105,Released,Troop Beverly Hills,5.6,56
0,18701,en,Being Julia,1.946634,3/09/2004,0,104,Released,Being Julia,6.4,23
17000000,10068,en,Nine 1/2 Weeks,12.313143,14/02/1986,6735922,117,Released,Nine 1/2 Weeks,5.8,177
18000000,848,en,Dragonslayer,3.258422,26/06/1981,14110013,108,Released,Dragonslayer,6.5,67
0,36811,en,The Last Station,3.659292,4/09/2009,0,112,Released,The Last Station,6.7,55
18000000,522,en,Ed Wood,24.548633,27/09/1994,5887457,127,Released,Ed Wood,7.3,630
18000000,130150,en,Labor Day,17.683563,27/12/2013,20275812,111,Released,Labor Day,6.7,299
18000000,12246,ru,Монгол,10.1449,20/09/2007,26527510,120,Released,Mongol: The Rise of Genghis Khan,6.5,158
18000000,13809,en,RockNRolla,31.887978,4/09/2008,25739015,114,Released,RockNRolla,6.9,836
0,27380,en,Megaforce,1.110179,25/06/1982,0,99,Released,Megaforce,3.5,15
0,10549,en,Hamlet,9.814785,25/12/1996,0,242,Released,Hamlet,7.3,117
25000000,33870,en,Mao's Last Dancer,1.876811,1/10/2009,20719451,117,Released,Mao's Last Dancer,6.8,28
18000000,245703,en,Midnight Special,32.717853,18/02/2016,6212282,112,Released,Midnight Special,6.2,694
0,10739,en,Anything Else,8.945081,27/08/2003,0,108,Released,Anything Else,6.2,149
18000000,127560,en,The Railway Man,13.916583,26/12/2013,22309223,116,Released,The Railway Man,6.7,273
15238800,37903,de,Das weisse Band,17.94739,21/05/2009,0,144,Released,The White Ribbon,7.2,255
0,396152,en,Restoration,2.525569,3/05/2016,0,90,Released,Restoration,5.3,11
2700000,10017,en,The Wraith,10.47644,21/11/1986,3500000,93,Released,The Wraith,5.9,108
18000000,11468,en,Salton Sea,10.991281,1/01/2002,676698,103,Released,Salton Sea,7,104
18000000,193613,en,Metallica: Through the Never,7.871686,25/09/2013,7972967,93,Released,Metallica: Through the Never,6.7,83
18000000,17436,en,The Informers,6.333869,5/11/2008,382174,98,Released,The Informers,4.4,60
18000000,43434,en,Carlos,1.138383,19/05/2010,871279,338,Released,Carlos,6.7,50
18000000,31166,en,I Come with the Rain,8.266124,14/05/2009,0,114,Released,I Come with the Rain,5.6,20
0,69848,en,One Man's Hero,0.910529,2/08/1999,0,121,Released,One Man's Hero,9.3,2
3500000,8408,en,Day of the Dead,18.025206,19/07/1985,34000000,96,Released,Day of the Dead,6.9,270
18000000,332411,en,I Am Wrath,10.144222,14/04/2016,0,92,Released,I Am Wrath,4.5,179
18000000,9389,fr,Renaissance,9.244181,16/03/2006,1831348,105,Released,Renaissance,6.7,77
17900000,9626,en,Red Sonja,12.752463,9/04/1985,6948633,89,Released,Red Sonja,5,206
14000000,75638,en,Red Lights,22.748174,2/03/2012,13551174,119,Released,Red Lights,6,376
20000000,8363,en,Superbad,33.436092,17/08/2007,121463226,113,Released,Superbad,7,2100
0,15670,en,Madea Goes to Jail,3.107371,16/02/2009,90508336,103,Released,Madea Goes to Jail,6.4,52
18000000,290555,en,Wolves,7.922639,28/08/2014,0,90,Released,Wolves,5.7,82
23000000,8328,en,Step Up 2: The Streets,28.973074,14/02/2008,150816700,98,Released,Step Up 2: The Streets,6.5,640
15000000,10982,en,Hoodwinked!,23.980329,16/12/2005,51053787,80,Released,Hoodwinked!,5.9,479
17500000,205,en,Hotel Rwanda,28.60542,11/09/2004,38000000,121,Released,Hotel Rwanda,7.5,793
24000000,1620,en,Hitman,42.669304,21/11/2007,99965753,89,Released,Hitman,5.9,966
17500000,175541,en,Black Nativity,7.180403,27/11/2013,7018189,93,Released,Black Nativity,5.8,16
18000000,241254,en,The Prince,21.638673,22/08/2014,266586800,93,Released,The Prince,4.6,218
0,31932,en,City of Ghosts,2.64486,1/01/2002,0,116,Released,City of Ghosts,5.4,18
0,1933,en,The Others,25.881355,2/08/2001,0,101,Released,The Others,7.4,1660
18500000,679,en,Aliens,67.66094,18/07/1986,183316455,137,Released,Aliens,7.7,3220
17000000,11113,en,My Fair Lady,20.786616,21/10/1964,72070731,170,Released,My Fair Lady,7.4,352
17000000,3597,en,I Know What You Did Last Summer,27.654472,17/10/1997,125586134,100,Released,I Know What You Did Last Summer,5.6,687
17000000,193893,en,Let's Be Cops,70.668923,13/08/2014,136621271,104,Released,Let's Be Cops,6.4,1219
16000000,9675,en,Sideways,23.425431,22/10/2004,109502303,126,Released,Sideways,6.9,478
17500000,9988,en,Beerfest,14.304444,25/08/2006,19179969,110,Released,Beerfest,5.8,172
300000,948,en,Halloween,30.301307,25/10/1978,70000000,91,Released,Halloween,7.4,1035
17000000,21765,en,Good Boy!,3.56033,10/10/2003,0,87,Released,Good Boy!,4.7,30
17000000,146304,en,The Best Man Holiday,7.210095,15/11/2013,71625195,123,Released,The Best Man Holiday,6.7,110
17000000,7516,en,Smokin' Aces,23.491962,9/12/2006,57103895,109,Released,Smokin' Aces,6.4,534
20000000,41439,en,Saw 3D,36.133536,21/10/2010,136150434,90,Released,Saw: The Final Chapter,5.8,730
17000000,2752,en,40 Days and 40 Nights,14.18136,1/03/2002,0,94,Released,40 Days and 40 Nights,5.2,297
17000000,9429,en,A Night at the Roxbury,12.709227,1/10/1998,30331165,81,Released,A Night at the Roxbury,5.9,198
17000000,38117,en,Beastly,24.054062,21/01/2011,43165571,86,Released,Beastly,6,849
15000000,9792,en,The Hills Have Eyes,35.107857,10/03/2006,69623713,107,Released,The Hills Have Eyes,6.1,705
0,13778,en,Dickie Roberts: Former Child Star,10.149569,5/09/2003,0,98,Released,Dickie Roberts: Former Child Star,5.1,64
0,228203,en,"McFarland, USA",14.023082,20/02/2015,45710059,128,Released,"McFarland, USA",7.4,213
0,41382,en,Lottery Ticket,9.054803,20/08/2010,0,99,Released,Lottery Ticket,5.6,54
20000000,13960,en,ATL,5.422285,31/03/2006,21170563,105,Released,ATL,6,32
17000000,114150,en,Pitch Perfect,32.746486,28/09/2012,115350426,112,Released,Pitch Perfect,7.3,2247
34000000,26602,en,Summer Catch,3.960098,22/08/2001,19693891,108,Released,Summer Catch,4.8,63
0,10223,en,A Simple Plan,10.178917,11/12/1998,0,121,Released,A Simple Plan,6.9,187
17000000,16028,en,They,4.544216,1/11/2002,0,89,Released,They,4.6,74
0,15639,en,Larry the Cable Guy: Health Inspector,2.184708,24/03/2006,0,89,Released,Larry the Cable Guy: Health Inspector,3.3,17
0,16112,en,The Adventures of Elmo in Grouchland,3.09159,1/10/1999,0,73,Released,The Adventures of Elmo in Grouchland,6.3,14
17000000,26390,en,Brooklyn's Finest,18.790102,16/01/2009,29536299,133,Released,Brooklyn's Finest,6.2,293
17000000,27759,en,55 Days at Peking,3.321095,6/05/1963,10000000,154,Released,55 Days at Peking,6.3,36
17000000,109428,en,Evil Dead,33.912116,5/04/2013,97542952,91,Released,Evil Dead,6.4,1723
17000000,23049,en,My Life in Ruins,5.787891,6/02/2009,20455276,95,Released,My Life in Ruins,5.6,101
17000000,9310,en,American Dreamz,7.864011,4/03/2006,7314027,107,Released,American Dreamz,4.9,95
17000000,11411,en,Superman IV: The Quest for Peace,17.062117,23/07/1987,19300000,90,Released,Superman IV: The Quest for Peace,4.1,318
0,16988,en,How She Move,1.782666,25/01/2008,0,94,Released,How She Move,3,6
17000000,7304,en,Running Scared,19.311572,6/01/2006,9500000,122,Released,Running Scared,7,331
0,24747,en,Bobby Jones: Stroke of Genius,2.897449,30/04/2004,0,120,Released,Bobby Jones: Stroke of Genius,5.5,19
17000000,58048,en,Shanghai Surprise,0.138564,29/08/1986,0,97,Released,Shanghai Surprise,2.9,15
40000000,1491,en,The Illusionist,36.960953,18/08/2006,86915017,110,Released,The Illusionist,7.1,1615
17000000,2989,en,Roar,1.15641,12/11/1981,2000000,102,Released,Roar,5.6,19
17000000,10629,en,Veronica Guerin,9.583578,11/07/2003,1569918,98,Released,Veronica Guerin,6.8,59
17000000,255343,en,Escobar: Paradise Lost,25.112567,11/10/2014,3758328,120,Released,Escobar: Paradise Lost,6.1,271
17000000,4723,en,Southland Tales,9.349386,15/05/2006,374743,144,Released,Southland Tales,5.2,153
15000000,10800,fr,Chasseurs de dragons,8.884405,19/03/2008,0,80,Released,Dragon Hunters,6.5,129
17000000,25763,en,Damnation Alley,2.215261,10/09/1977,8720000,91,Released,Damnation Alley,5,27
17000000,79694,en,The Apparition,6.385234,23/08/2012,9627492,82,Released,The Apparition,4.5,140
16500000,4032,en,My Girl,20.935169,27/11/1991,0,102,Released,My Girl,7,428
16800000,18615,en,Fur: An Imaginary Portrait of Diane Arbus,4.358255,30/08/2006,2281089,122,Released,Fur: An Imaginary Portrait of Diane Arbus,5.8,73
15000000,10673,en,Wall Street,24.898687,10/12/1987,43848069,126,Released,Wall Street,7,546
16500000,4584,en,Sense and Sensibility,20.898711,13/12/1995,135000000,136,Released,Sense and Sensibility,7.2,352
16500000,2977,en,Becoming Jane,18.236284,2/03/2007,37311672,120,Released,Becoming Jane,6.9,317
16500000,10760,en,Sydney White,10.74648,21/09/2007,13620075,108,Released,Sydney White,6,236
16500000,11093,en,House of Sand and Fog,12.102725,19/12/2003,16942795,126,Released,House of Sand and Fog,7,199
16400000,207,en,Dead Poets Society,55.458584,2/06/1989,235860116,129,Released,Dead Poets Society,8.1,2705
16000000,8467,en,Dumb and Dumber,35.777067,16/12/1994,247275374,107,Released,Dumb and Dumber,6.5,1859
16000000,639,en,When Harry Met Sally...,18.430419,21/07/1989,92823546,96,Released,When Harry Met Sally...,7.3,950
16000000,24226,en,The Verdict,7.980632,8/12/1982,53977250,129,Released,The Verdict,7.4,131
16000000,9285,en,Road Trip,14.759948,19/05/2000,119754278,93,Released,Road Trip,5.9,542
0,14709,en,Varsity Blues,9.229999,15/01/1999,0,106,Released,Varsity Blues,6,122
15000000,74643,en,The Artist,29.943316,15/05/2011,133432856,100,Released,The Artist,7.3,1049
16000000,13788,en,The Unborn,15.788784,9/01/2009,76514050,87,Released,The Unborn,4.8,365
16000000,83666,en,Moonrise Kingdom,41.083914,16/05/2012,68263166,94,Released,Moonrise Kingdom,7.6,1662
16000000,10781,en,The Texas Chainsaw Massacre: The Beginning,21.380635,6/10/2006,0,91,Released,The Texas Chainsaw Massacre: The Beginning,5.9,402
18500000,318850,en,The Young Messiah,1.884558,10/03/2016,6490401,120,Released,The Young Messiah,6.4,30
0,13908,en,The Master of Disguise,4.382761,2/08/2002,0,80,Released,The Master of Disguise,3.7,78
19000000,1417,es,El laberinto del fauno,90.809408,27/05/2006,83258226,118,Released,Pan's Labyrinth,7.6,3041
0,39180,en,See Spot Run,6.579017,2/03/2001,0,94,Released,See Spot Run,4.8,44
16000000,16161,en,Baby Boy,7.854989,27/06/2001,29381649,130,Released,Baby Boy,7.4,55
16000000,49950,en,The Roommate,11.807269,4/02/2011,40492759,91,Released,The Roommate,5.3,224
17700000,10956,en,Joe Dirt,15.976335,10/04/2001,30987695,91,Released,Joe Dirt,5.5,242
15000000,9594,en,Double Impact,10.484642,10/08/1991,30102717,110,Released,Double Impact,5.3,215
12000000,4638,en,Hot Fuzz,38.623178,14/02/2007,80573774,121,Released,Hot Fuzz,7.4,2199
16000000,13972,en,The Women,8.8321,12/09/2008,50007546,114,Released,The Women,4.6,96
15000000,5038,en,Vicky Cristina Barcelona,32.758254,15/08/2008,96408652,96,Released,Vicky Cristina Barcelona,6.7,1020
25000000,13491,sv,Arn: Tempelriddaren,6.091033,17/12/2007,0,139,Released,Arn: The Knight Templar,6.4,76
16000000,10571,en,Boys and Girls,9.119797,16/06/2000,20627372,94,Released,Boys and Girls,5.4,103
0,10994,en,White Oleander,9.423866,11/10/2002,0,109,Released,White Oleander,7.2,108
16000000,19994,en,Jennifer's Body,32.257414,18/09/2009,31556061,100,Released,Jennifer's Body,5.3,837
16000000,25166,en,Drowning Mona,3.021835,3/03/2000,15427192,96,Released,Drowning Mona,5.4,43
16000000,30890,en,Radio Days,7.612849,30/01/1987,0,90,Released,Radio Days,7,127
20000000,23169,en,Remember Me,36.764666,12/03/2010,0,113,Released,Remember Me,6.9,948
0,17403,en,How to Deal,3.199784,18/07/2003,0,99,Released,How to Deal,5.7,42
20000000,12120,en,My Stepmother is an Alien,9.455596,9/12/1988,13854000,108,Released,My Stepmother is an Alien,5.3,131
26000000,9800,en,Philadelphia,44.301745,22/12/1993,206678440,125,Released,Philadelphia,7.6,988
16000000,1090,en,The Thirteenth Floor,19.890428,16/04/1999,18564088,100,Released,The Thirteenth Floor,6.8,378
16000000,18475,en,The Cookout,0.830596,3/09/2004,12,97,Released,The Cookout,4.6,10
0,40160,en,Meteor,2.637355,19/10/1979,0,107,Released,Meteor,5.1,36
0,18074,en,Duets,2.25453,9/09/2000,0,112,Released,Duets,5.5,34
16000000,9689,en,Hollywood Ending,8.711782,3/05/2002,0,112,Released,Hollywood Ending,6.4,113
6500000,9781,en,Detroit Rock City,5.700333,13/08/1999,4217115,95,Released,Detroit Rock City,6.7,100
16000000,8009,en,Highlander,29.253833,7/03/1986,5900000,116,Released,Highlander,6.8,624
16000000,3877,en,Things We Lost in the Fire,8.842869,26/09/2007,2849142,113,Released,Things We Lost in the Fire,6.7,90
16000000,8854,en,Steel,2.848727,15/08/1997,1686429,97,Released,Steel,4.3,48
16000000,152599,en,The Immigrant,13.832464,3/07/2013,5867686,117,Released,The Immigrant,6.2,250
0,18840,en,The White Countess,4.488547,30/10/2005,0,135,Released,The White Countess,6.9,21
20000000,68727,en,Trance,38.802415,27/03/2013,24261569,101,Released,Trance,6.5,956
16000000,12657,en,Soul Plane,9.400404,28/05/2004,14822346,86,Released,Soul Plane,4.7,108
11000000,8265,fr,Bienvenue chez les ch'tis,18.923181,9/01/2008,53191886,106,Released,Welcome to the Sticks,6.8,615
0,12410,en,Good,2.397987,11/12/2008,0,96,Released,Good,6.3,29
13000000,34647,en,Enter the Void,20.39955,5/05/2009,754249,161,Released,Enter the Void,7.2,387
16000000,73935,en,Vamps,7.251897,25/08/2012,0,93,Released,Vamps,4.8,91
16000000,28178,en,Hachi: A Dog's Tale,43.217089,13/06/2009,47801389,93,Released,Hachi: A Dog's Tale,7.7,1717
16000000,185567,en,Zulu,14.529496,4/12/2013,0,110,Released,Zulu,6.7,172
16000000,264656,en,The Homesman,20.59148,18/05/2014,3442853,122,Released,The Homesman,6.4,258
15600000,35696,en,Juwanna Mann,2.244947,21/06/2002,0,91,Released,Juwanna Mann,4.2,20
0,16351,en,Ararat,1.326264,20/05/2002,0,115,Released,Ararat,5.7,16
0,38717,en,Madison,0.212108,23/01/2001,0,99,Released,Madison,5.3,3
15500000,18777,en,Slow Burn,6.630856,12/09/2005,1237615,93,Released,Slow Burn,5.5,16
15300000,2110,fr,Wasabi,18.20957,31/10/2001,0,94,Released,Wasabi,6.2,283
15500000,9035,en,Slither,17.327279,31/03/2006,0,95,Released,Slither,6.3,317
15000000,90,en,Beverly Hills Cop,29.843818,29/11/1984,316360478,105,Released,Beverly Hills Cop,6.8,961
18000000,771,en,Home Alone,2.186927,9/11/1990,476684675,103,Released,Home Alone,7.1,2414
0,12154,es,Three Men and a Baby,12.335827,27/11/1987,0,102,Released,Three Men and a Baby,5.8,253
21000000,9576,en,Tootsie,20.818567,16/12/1982,177200000,116,Released,Tootsie,6.9,421
15000000,744,en,Top Gun,58.900647,16/05/1986,356830601,110,Released,Top Gun,6.7,1698
17000000,146,zh,卧虎藏龙,45.742254,1/10/2000,213525736,120,Released,"Crouching Tiger, Hidden Dragon",7.2,927
15000000,14,en,American Beauty,80.878605,15/09/1999,356296601,122,Released,American Beauty,7.9,3313
15000000,45269,en,The King's Speech,54.053576,6/09/2010,414211549,118,Released,The King's Speech,7.6,2752
15000000,9493,en,Twins,17.638286,9/12/1988,216614388,107,Released,Twins,5.7,559
15000000,22556,en,The Yellow Handkerchief,3.803495,17/12/2008,317000,102,Released,The Yellow Handkerchief,6.4,52
15000000,873,en,The Color Purple,17.571533,18/12/1985,146292009,154,Released,The Color Purple,7.7,338
16000000,33196,ko,해운대,4.628525,6/06/2009,11301649,120,Released,Tidal Wave,6.5,48
14000000,205596,en,The Imitation Game,145.364591,14/11/2014,233555708,113,Released,The Imitation Game,8,5723
0,10765,en,Private Benjamin,12.18838,6/10/1980,0,109,Released,Private Benjamin,6,102
15000000,16769,en,Coal Miner's Daughter,3.826685,7/03/1980,67182787,125,Released,Coal Miner's Daughter,7.2,67
