budget,id,original_language,original_title,popularity,release_date,revenue,runtime,status,title,vote_average,vote_count
237000000,19995,en,Avatar,150.437577,10/12/2009,2787965087,162,Released,Avatar,7.2,11800
300000000,285,en,Pirates of the Caribbean: At World's End,139.082615,19/05/2007,961000000,169,Released,Pirates of the Caribbean: At World's End,6.9,4500
245000000,206647,en,Spectre,107.376788,26/10/2015,880674609,148,Released,Spectre,6.3,4466
250000000,49026,en,The Dark Knight Rises,112.31295,16/07/2012,1084939099,165,Released,The Dark Knight Rises,7.6,9106
260000000,49529,en,John Carter,43.926995,7/03/2012,284139100,132,Released,John Carter,6.1,2124
258000000,559,en,Spider-Man 3,115.699814,1/05/2007,890871626,139,Released,Spider-Man 3,5.9,3576
260000000,38757,en,Tangled,48.681969,24/11/2010,591794936,100,Released,Tangled,7.4,3330
280000000,99861,en,Avengers: Age of Ultron,134.279229,22/04/2015,1405403694,141,Released,Avengers: Age of Ultron,7.3,6767
250000000,767,en,Harry Potter and the Half-Blood Prince,98.885637,7/07/2009,933959197,153,Released,Harry Potter and the Half-Blood Prince,7.4,5293
250000000,209112,en,Batman v Superman: Dawn of Justice,155.790452,23/03/2016,873260194,151,Released,Batman v Superman: Dawn of Justice,5.7,7004
270000000,1452,en,Superman Returns,57.925623,28/06/2006,391081192,154,Released,Superman Returns,5.4,1400
200000000,10764,en,Quantum of Solace,107.928811,30/10/2008,586090727,106,Released,Quantum of Solace,6.1,2965
200000000,58,en,Pirates of the Caribbean: Dead Man's Chest,145.847379,20/06/2006,1065659812,151,Released,Pirates of the Caribbean: Dead Man's Chest,7,5246
255000000,57201,en,The Lone Ranger,49.046956,3/07/2013,89289910,149,Released,The Lone Ranger,5.9,2311
225000000,49521,en,Man of Steel,99.398009,12/06/2013,662845518,143,Released,Man of Steel,6.5,6359
225000000,2454,en,The Chronicles of Narnia: Prince Caspian,53.978602,15/05/2008,419651413,150,Released,The Chronicles of Narnia: Prince Caspian,6.3,1630
220000000,24428,en,The Avengers,144.448633,25/04/2012,1519557910,143,Released,The Avengers,7.4,11776
380000000,1865,en,Pirates of the Caribbean: On Stranger Tides,135.413856,14/05/2011,1045713802,136,Released,Pirates of the Caribbean: On Stranger Tides,6.4,4948
225000000,41154,en,Men in Black 3,52.035179,23/05/2012,624026776,106,Released,Men in Black 3,6.2,4160
250000000,122917,en,The Hobbit: The Battle of the Five Armies,120.965743,10/12/2014,956019788,144,Released,The Hobbit: The Battle of the Five Armies,7.1,4760
215000000,1930,en,The Amazing Spider-Man,89.866276,27/06/2012,752215857,136,Released,The Amazing Spider-Man,6.5,6586
200000000,20662,en,Robin Hood,37.668301,12/05/2010,310669540,140,Released,Robin Hood,6.2,1398
250000000,57158,en,The Hobbit: The Desolation of Smaug,94.370564,11/12/2013,958400000,161,Released,The Hobbit: The Desolation of Smaug,7.6,4524
180000000,2268,en,The Golden Compass,42.990906,4/12/2007,372234864,113,Released,The Golden Compass,5.8,1303
207000000,254,en,King Kong,61.22601,14/12/2005,550000000,187,Released,King Kong,6.6,2337
200000000,597,en,Titanic,100.025899,18/11/1997,1845034188,194,Released,Titanic,7.5,7562
250000000,271110,en,Captain America: Civil War,198.372395,27/04/2016,1153304495,147,Released,Captain America: Civil War,7.1,7241
209000000,44833,en,Battleship,64.928382,11/04/2012,303025485,131,Released,Battleship,5.5,2114
150000000,135397,en,Jurassic World,418.708552,9/06/2015,1513528810,124,Released,Jurassic World,6.5,8662
200000000,37724,en,Skyfall,93.004993,25/10/2012,1108561013,143,Released,Skyfall,6.9,7604
200000000,558,en,Spider-Man 2,35.149586,25/06/2004,783766341,127,Released,Spider-Man 2,6.7,4321
200000000,68721,en,Iron Man 3,77.68208,18/04/2013,1215439994,130,Released,Iron Man 3,6.8,8806
200000000,12155,en,Alice in Wonderland,78.530105,3/03/2010,1025491110,108,Released,Alice in Wonderland,6.4,4645
210000000,36668,en,X-Men: The Last Stand,3.857526,24/05/2006,459359555,104,Released,X-Men: The Last Stand,6.3,3525
200000000,62211,en,Monsters University,89.186492,20/06/2013,743559607,104,Released,Monsters University,7,3528
150000000,8373,en,Transformers: Revenge of the Fallen,21.939663,19/06/2009,836297228,150,Released,Transformers: Revenge of the Fallen,6,3138
210000000,91314,en,Transformers: Age of Extinction,116.840296,25/06/2014,1091405097,165,Released,Transformers: Age of Extinction,5.8,3095
200000000,68728,en,Oz: The Great and Powerful,46.985445,7/03/2013,491868548,130,Released,Oz: The Great and Powerful,5.7,3530
200000000,102382,en,The Amazing Spider-Man 2,89.270217,16/04/2014,705717432,142,Released,The Amazing Spider-Man 2,6.5,4179
170000000,20526,en,TRON: Legacy,73.79505,10/12/2010,400062763,125,Released,TRON: Legacy,6.3,2841
200000000,49013,en,Cars 2,49.98659,11/06/2011,559852396,106,Released,Cars 2,5.8,2033
200000000,44912,en,Green Lantern,51.872839,16/06/2011,219851172,114,Released,Green Lantern,5.1,2487
200000000,10193,en,Toy Story 3,59.995418,16/06/2010,1066969703,103,Released,Toy Story 3,7.6,4597
200000000,534,en,Terminator Salvation,71.862892,20/05/2009,371353001,115,Released,Terminator Salvation,5.9,2463
190000000,168259,en,Furious 7,102.322217,1/04/2015,1506249360,137,Released,Furious 7,7.3,4176
200000000,72190,en,World War Z,81.834855,20/06/2013,531865000,116,Released,World War Z,6.7,5560
250000000,127585,en,X-Men: Days of Future Past,118.078691,15/05/2014,747862775,131,Released,X-Men: Days of Future Past,7.5,6032
190000000,54138,en,Star Trek Into Darkness,78.291018,5/05/2013,467365246,132,Released,Star Trek Into Darkness,7.4,4418
195000000,81005,en,Jack the Giant Slayer,43.349855,27/02/2013,197687603,114,Released,Jack the Giant Slayer,5.5,2598
105000000,64682,en,The Great Gatsby,61.196071,10/05/2013,351040419,143,Released,The Great Gatsby,7.3,3769
150000000,9543,en,Prince of Persia: The Sands of Time,62.169881,19/05/2010,335154643,116,Released,Prince of Persia: The Sands of Time,6.2,2317
180000000,68726,en,Pacific Rim,56.523205,11/07/2013,407602906,131,Released,Pacific Rim,6.7,4794
195000000,38356,en,Transformers: Dark of the Moon,28.529607,28/06/2011,1123746996,154,Released,Transformers: Dark of the Moon,6.1,3299
185000000,217,en,Indiana Jones and the Kingdom of the Crystal Skull,75.674458,21/05/2008,786636033,122,Released,Indiana Jones and the Kingdom of the Crystal Skull,5.7,2495
175000000,105864,en,The Good Dinosaur,51.692953,14/11/2015,331926147,93,Released,The Good Dinosaur,6.6,1736
185000000,62177,en,Brave,125.114374,21/06/2012,538983207,93,Released,Brave,6.7,4641
185000000,188927,en,Star Trek Beyond,65.352913,7/07/2016,343471816,122,Released,Star Trek Beyond,6.6,2568
180000000,10681,en,WALL·E,66.390712,22/06/2008,521311860,98,Released,WALL·E,7.8,6296
140000000,5174,en,Rush Hour 3,22.57178,8/08/2007,258022233,91,Released,Rush Hour 3,6.1,783
200000000,14161,en,2012,45.274225,10/10/2009,769653595,158,Released,2012,5.6,4903
200000000,17979,en,A Christmas Carol,39.744242,4/11/2009,325233863,96,Released,A Christmas Carol,6.6,1095
176000003,76757,en,Jupiter Ascending,85.36908,4/02/2015,183987723,124,Released,Jupiter Ascending,5.2,2768
180000000,258489,en,The Legend of Tarzan,42.741719,29/06/2016,356743061,109,Released,The Legend of Tarzan,5.5,2430
180000000,411,en,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",67.391328,7/12/2005,748806957,143,Released,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",6.7,2629
178000000,246655,en,X-Men: Apocalypse,139.272042,18/05/2016,543934787,144,Released,X-Men: Apocalypse,6.4,4721
185000000,155,en,The Dark Knight,187.322927,16/07/2008,1004558444,152,Released,The Dark Knight,8.2,12002
175000000,14160,en,Up,92.201962,13/05/2009,735099082,96,Released,Up,7.7,6870
175000000,15512,en,Monsters vs Aliens,36.167578,19/03/2009,381509870,94,Released,Monsters vs Aliens,6,1423
140000000,1726,en,Iron Man,120.725053,30/04/2008,585174222,126,Released,Iron Man,7.4,8776
170000000,44826,en,Hugo,32.319043,22/11/2011,185770160,126,Released,Hugo,7,2141
170000000,8487,en,Wild Wild West,40.748915,29/06/1999,222104681,106,Released,Wild Wild West,5.1,1020
145000000,1735,en,The Mummy: Tomb of the Dragon Emperor,60.034162,1/07/2008,401128639,112,Released,The Mummy: Tomb of the Dragon Emperor,5.2,1387
175000000,297761,en,Suicide Squad,90.23792,2/08/2016,745000000,123,Released,Suicide Squad,5.9,7458
175000000,2698,en,Evan Almighty,27.082182,9/06/2007,173000000,96,Released,Evan Almighty,5.3,1151
178000000,137113,en,Edge of Tomorrow,79.456485,27/05/2014,370541256,113,Released,Edge of Tomorrow,7.6,4858
175000000,9804,en,Waterworld,44.640292,28/07/1995,264218220,135,Released,Waterworld,5.9,992
175000000,14869,en,G.I. Joe: The Rise of Cobra,32.852443,4/08/2009,302469017,118,Released,G.I. Joe: The Rise of Cobra,5.6,1962
175000000,150540,en,Inside Out,128.655964,9/06/2015,857611174,94,Released,Inside Out,8,6560
175000000,278927,en,The Jungle Book,94.199316,7/04/2016,966550600,106,Released,The Jungle Book,6.7,2892
200000000,10138,en,Iron Man 2,77.300194,28/04/2010,623933331,124,Released,Iron Man 2,6.6,6849
170000000,58595,en,Snow White and the Huntsman,77.178973,30/05/2012,396600000,127,Released,Snow White and the Huntsman,5.8,3118
180000000,102651,en,Maleficent,110.620647,28/05/2014,758539785,97,Released,Maleficent,7,4496
170000000,119450,en,Dawn of the Planet of the Apes,243.791743,26/06/2014,710644566,130,Released,Dawn of the Planet of the Apes,7.3,4410
27000000,79698,en,The Lovers,2.418535,13/02/2015,0,109,Released,The Lovers,4.8,34
175000000,64686,en,47 Ronin,41.796339,6/12/2013,150962475,119,Released,47 Ronin,5.9,1326
170000000,100402,en,Captain America: The Winter Soldier,72.225265,20/03/2014,714766572,136,Released,Captain America: The Winter Soldier,7.6,5764
165000000,10192,en,Shrek Forever After,44.041186,16/05/2010,752600867,93,Released,Shrek Forever After,6,1959
190000000,158852,en,Tomorrowland,130.311355,19/05/2015,209154322,130,Released,Tomorrowland,6.2,2846
165000000,177572,en,Big Hero 6,203.73459,24/10/2014,652105443,102,Released,Big Hero 6,7.8,6135
165000000,82690,en,Wreck-It Ralph,62.341073,1/11/2012,471222889,108,Released,Wreck-It Ralph,7.1,4570
165000000,5255,en,The Polar Express,47.323228,10/11/2004,305875730,100,Released,The Polar Express,6.4,1474
165000000,47933,en,Independence Day: Resurgence,48.775723,22/06/2016,389681935,120,Released,Independence Day: Resurgence,4.9,2491
165000000,10191,en,How to Train Your Dragon,67.263269,5/03/2010,494878759,98,Released,How to Train Your Dragon,7.5,4227
200000000,296,en,Terminator 3: Rise of the Machines,69.405188,2/07/2003,435000000,109,Released,Terminator 3: Rise of the Machines,5.9,2143
170000000,118340,en,Guardians of the Galaxy,481.098624,30/07/2014,773328629,121,Released,Guardians of the Galaxy,7.9,9742
165000000,157336,en,Interstellar,724.247784,5/11/2014,675120017,169,Released,Interstellar,8.1,10867
160000000,27205,en,Inception,167.58371,14/07/2010,825532764,148,Released,Inception,8.1,13752
15000000,315011,ja,シン・ゴジラ,9.476999,29/07/2016,77000000,120,Released,Shin Godzilla,6.5,143
250000000,49051,en,The Hobbit: An Unexpected Journey,108.849621,26/11/2012,1021103568,169,Released,The Hobbit: An Unexpected Journey,7,8297
38000000,9799,en,The Fast and the Furious,6.909942,22/06/2001,207283925,106,Released,The Fast and the Furious,6.6,3428
150000000,4922,en,The Curious Case of Benjamin Button,60.269279,24/11/2008,333932083,166,Released,The Curious Case of Benjamin Button,7.3,3292
160000000,49538,en,X-Men: First Class,3.195174,24/05/2011,353624124,132,Released,X-Men: First Class,7.1,5181
160000000,131634,en,The Hunger Games: Mockingjay - Part 2,127.284427,18/11/2015,653428261,137,Released,The Hunger Games: Mockingjay - Part 2,6.6,3984
150000000,27022,en,The Sorcerer's Apprentice,35.580815,13/07/2010,215283742,109,Released,The Sorcerer's Apprentice,5.8,1470
160000000,503,en,Poseidon,21.133748,12/05/2006,181674817,99,Released,Poseidon,5.5,583
170000000,241259,en,Alice Through the Looking Glass,56.268916,25/05/2016,299370084,113,Released,Alice Through the Looking Glass,6.5,1725
160000000,810,en,Shrek the Third,42.986467,17/05/2007,798958165,93,Released,Shrek the Third,6,2278
160000000,68735,en,Warcraft,63.148529,25/05/2016,433677183,123,Released,Warcraft,6.3,2268
155000000,87101,en,Terminator Genisys,202.042635,23/06/2015,440603537,126,Released,Terminator Genisys,5.8,3631
155000000,10140,en,The Chronicles of Narnia: The Voyage of the Dawn Treader,49.661984,13/08/2010,415686217,113,Released,The Chronicles of Narnia: The Voyage of the Dawn Treader,6.2,1514
140000000,676,en,Pearl Harbor,34.20669,21/05/2001,449220945,183,Released,Pearl Harbor,6.6,1791
150000000,1858,en,Transformers,25.468493,27/06/2007,709709780,144,Released,Transformers,6.6,4040
155000000,1966,en,Alexander,39.019229,21/11/2004,167298192,175,Released,Alexander,5.6,927
150000000,675,en,Harry Potter and the Order of the Phoenix,78.144395,28/06/2007,938212738,138,Released,Harry Potter and the Order of the Phoenix,7.4,5494
150000000,674,en,Harry Potter and the Goblet of Fire,101.250416,5/11/2005,895921036,157,Released,Harry Potter and the Goblet of Fire,7.5,5608
150000000,8960,en,Hancock,56.758411,1/07/2008,624029371,92,Released,Hancock,6.2,2961
150000000,6479,en,I Am Legend,70.867401,14/12/2007,585349010,101,Released,I Am Legend,6.9,4853
150000000,118,en,Charlie and the Chocolate Factory,53.905592,13/07/2005,474968763,115,Released,Charlie and the Chocolate Factory,6.7,3624
150000000,2062,en,Ratatouille,65.677399,22/06/2007,623722818,111,Released,Ratatouille,7.5,4369
150000000,272,en,Batman Begins,115.040024,10/06/2005,374218673,140,Released,Batman Begins,7.5,7359
150000000,10527,en,Madagascar: Escape 2 Africa,44.141021,30/10/2008,603900354,89,Released,Madagascar: Escape 2 Africa,6.2,1810
150000000,18360,en,Night at the Museum: Battle of the Smithsonian,81.781591,20/05/2009,413106170,105,Released,Night at the Museum: Battle of the Smithsonian,5.9,1971
150000000,2080,en,X-Men Origins: Wolverine,5.954334,28/04/2009,373062864,107,Released,X-Men Origins: Wolverine,6.2,4021
150000000,605,en,The Matrix Revolutions,73.313918,5/11/2003,424988211,129,Released,The Matrix Revolutions,6.4,3096
150000000,109445,en,Frozen,165.125366,27/11/2013,1274219009,102,Released,Frozen,7.3,5295
150000000,604,en,The Matrix Reloaded,70.78591,15/05/2003,738599701,138,Released,The Matrix Reloaded,6.7,3443
170000000,76338,en,Thor: The Dark World,99.499595,29/10/2013,644571402,112,Released,Thor: The Dark World,6.8,4755
150000000,76341,en,Mad Max: Fury Road,434.278564,13/05/2015,378858340,120,Released,Mad Max: Fury Road,7.2,9427
150000000,13448,en,Angels & Demons,67.447636,13/05/2009,356613439,138,Released,Angels & Demons,6.5,2129
150000000,10195,en,Thor,86.493424,21/04/2011,449326618,115,Released,Thor,6.6,6525
150000000,13053,en,Bolt,41.845878,21/11/2008,309979994,98,Released,Bolt,6.3,1750
150000000,19585,en,G-Force,26.710398,21/07/2009,292817841,88,Released,G-Force,5.1,510
150000000,57165,en,Wrath of the Titans,44.927635,27/03/2012,301000000,99,Released,Wrath of the Titans,5.5,1431
150000000,62213,en,Dark Shadows,50.306728,8/05/2012,245527149,113,Released,Dark Shadows,5.7,2320
150000000,177677,en,Mission: Impossible - Rogue Nation,114.522237,23/07/2015,682330139,131,Released,Mission: Impossible - Rogue Nation,7.1,3224
150000000,7978,en,The Wolfman,21.214571,11/02/2010,0,102,Released,The Wolfman,5.5,549
150000000,5559,en,Bee Movie,29.332905,28/10/2007,287594577,91,Released,Bee Movie,5.7,1171
150000000,49444,en,Kung Fu Panda 2,51.247321,25/05/2011,665692281,91,Released,Kung Fu Panda 2,6.7,1880
150000000,10196,en,The Last Airbender,33.769336,30/06/2010,318502923,103,Released,The Last Airbender,4.7,1151
150000000,956,en,Mission: Impossible III,63.079003,3/05/2006,397850012,126,Released,Mission: Impossible III,6.5,2028
150000000,117251,en,White House Down,39.004588,27/06/2013,205366737,131,Released,White House Down,6.4,1891
150000000,50321,en,Mars Needs Moms,12.362599,9/03/2011,38992758,88,Released,Mars Needs Moms,5.5,199
149000000,11619,en,Flushed Away,22.550135,22/10/2006,64459316,85,Released,Flushed Away,6,874
150000000,266647,en,Pan,48.03528,24/09/2015,128388320,111,Released,Pan,5.9,954
145000000,82703,en,Mr. Peabody & Sherman,38.73494,7/02/2014,272912430,92,Released,Mr. Peabody & Sherman,6.7,843
175000000,652,en,Troy,66.803149,13/05/2004,497409852,163,Released,Troy,6.9,2759
145000000,80321,en,Madagascar 3: Europe's Most Wanted,44.989192,6/06/2012,746921274,93,Released,Madagascar 3: Europe's Most Wanted,6.4,1808
140000000,36669,en,Die Another Day,54.159392,17/11/2002,431971116,133,Released,Die Another Day,5.8,1092
144000000,43074,en,Ghostbusters,66.21806,14/07/2016,229147509,116,Released,Ghostbusters,5.3,2142
140000000,95,en,Armageddon,58.485967,1/07/1998,553799566,151,Released,Armageddon,6.4,2482
140000000,608,en,Men in Black II,91.332849,3/07/2002,441818803,88,Released,Men in Black II,6,3114
70000000,2310,en,Beowulf,35.601665,5/11/2007,195735876,115,Released,Beowulf,5.5,841
145000000,140300,en,Kung Fu Panda 3,56.747978,23/01/2016,521170825,95,Released,Kung Fu Panda 3,6.7,1603
145000000,56292,en,Mission: Impossible - Ghost Protocol,77.77477,7/12/2011,694713380,133,Released,Mission: Impossible - Ghost Protocol,6.8,3972
145000000,81188,en,Rise of the Guardians,61.788035,21/11/2012,306941670,97,Released,Rise of the Guardians,7.1,1922
100000000,7552,en,Fun with Dick and Jane,25.159168,21/12/2005,202026112,90,Released,Fun with Dick and Jane,5.9,627
140000000,616,en,The Last Samurai,52.341226,5/12/2003,456758981,154,Released,The Last Samurai,7.3,1895
140000000,147441,en,Exodus: Gods and Kings,101.599427,3/12/2014,268031828,150,Released,Exodus: Gods and Kings,5.6,1921
150000000,13475,en,Star Trek,73.616808,6/05/2009,385680446,127,Released,Star Trek,7.4,4518
139000000,557,en,Spider-Man,82.502566,1/05/2002,821708551,121,Released,Spider-Man,6.8,5265
145000000,82702,en,How to Train Your Dragon 2,100.21391,12/06/2014,609123048,102,Released,How to Train Your Dragon 2,7.6,3106
140000000,205584,en,Gods of Egypt,56.257249,25/02/2016,150680864,127,Released,Gods of Egypt,5.3,1277
135000000,10048,en,Stealth,17.88953,28/07/2005,76932943,121,Released,Stealth,4.9,331
130000000,13183,en,Watchmen,64.798873,5/03/2009,185258983,163,Released,Watchmen,7,2811
140000000,944,en,Lethal Weapon 4,24.855701,10/07/1998,285444603,127,Released,Lethal Weapon 4,6.3,767
137000000,1927,en,Hulk,34.981698,19/06/2003,245360480,138,Released,Hulk,5.3,1533
130000000,72559,en,G.I. Joe: Retaliation,59.325589,26/03/2013,371876278,110,Released,G.I. Joe: Retaliation,5.4,3025
130000000,7364,en,Sahara,21.605568,6/04/2005,119269486,124,Released,Sahara,5.7,434
137000000,2114,en,Final Fantasy: The Spirits Within,26.074908,2/07/2001,85131830,106,Released,Final Fantasy: The Spirits Within,5.9,433
140000000,1771,en,Captain America: The First Avenger,74.506246,22/07/2011,370569774,124,Released,Captain America: The First Avenger,6.6,7047
135000000,36643,en,The World Is Not Enough,39.604363,8/11/1999,361832400,128,Released,The World Is Not Enough,6,862
150000000,8619,en,Master and Commander: The Far Side of the World,36.973031,14/11/2003,212011111,138,Released,Master and Commander: The Far Side of the World,6.9,790
120000000,50620,en,The Twilight Saga: Breaking Dawn - Part 2,99.687084,13/11/2012,829000000,115,Released,The Twilight Saga: Breaking Dawn - Part 2,6.1,2553
130000000,65759,en,Happy Feet Two,17.7735,17/11/2011,150406466,100,Released,Happy Feet Two,5.8,373
150000000,1724,en,The Incredible Hulk,62.898336,12/06/2008,163712074,114,Released,The Incredible Hulk,6.1,3021
140000000,267935,en,The BFG,44.19092,1/06/2016,183345589,120,Released,The BFG,6,1000
135000000,281957,en,The Revenant,100.635882,25/12/2015,532950503,156,Released,The Revenant,7.3,6396
135000000,77950,en,Turbo,44.765377,11/07/2013,282570682,96,Released,Turbo,6.1,1074
135000000,44896,en,Rango,29.91353,2/03/2011,245724603,107,Released,Rango,6.6,2051
132000000,270946,en,Penguins of Madagascar,84.366984,22/11/2014,373552094,92,Released,Penguins of Madagascar,6.5,1346
70000000,2503,en,The Bourne Ultimatum,45.381501,3/08/2007,442824138,115,Released,The Bourne Ultimatum,7.3,2888
130000000,9502,en,Kung Fu Panda,84.689648,4/06/2008,631744560,90,Released,Kung Fu Panda,6.9,3145
130000000,102899,en,Ant-Man,120.09361,14/07/2015,519311965,117,Released,Ant-Man,7,5880
130000000,101299,en,The Hunger Games: Catching Fire,76.310119,15/11/2013,847423452,146,Released,The Hunger Games: Catching Fire,7.4,6495
135000000,228161,en,Home,63.473086,18/03/2015,368871007,94,Released,Home,6.8,1519
132000000,74,en,War of the Worlds,48.572726,28/06/2005,591739379,116,Released,War of the Worlds,6.2,2322
130000000,8961,en,Bad Boys II,38.068736,18/07/2003,273339556,147,Released,Bad Boys II,6.3,1564
130000000,417859,en,Puss in Boots,20.678787,28/10/2011,554987477,90,Released,Puss in Boots,6.4,451
110000000,27576,en,Salt,48.829437,21/07/2010,293329073,100,Released,Salt,6.2,2093
125000000,86834,en,Noah,46.115758,20/03/2014,362637473,139,Released,Noah,5.6,2350
130000000,17578,en,The Adventures of Tintin,89.938296,25/10/2011,371940071,107,Released,The Adventures of Tintin,6.7,2061
130000000,673,en,Harry Potter and the Prisoner of Azkaban,79.679601,31/05/2004,789804554,141,Released,Harry Potter and the Prisoner of Azkaban,7.7,5877
130000000,6972,en,Australia,28.840997,18/11/2008,49554002,165,Released,Australia,6.3,694
130000000,82700,en,After Earth,42.840582,30/05/2013,243843127,100,Released,After Earth,5,2532
127500000,10567,en,Dinosaur,26.548594,19/05/2000,354248063,82,Released,Dinosaur,6.2,542
127000000,181533,en,Night at the Museum: Secret of the Tomb,115.597753,17/12/2014,349424282,97,Released,Night at the Museum: Secret of the Tomb,6.1,1851
130000000,38055,en,Megamind,68.757242,28/10/2010,321887208,95,Released,Megamind,6.7,1918
125000000,671,en,Harry Potter and the Philosopher's Stone,109.984351,16/11/2001,976475550,152,Released,Harry Potter and the Philosopher's Stone,7.5,7006
130000000,49524,en,R.I.P.D.,39.448066,18/07/2013,61648500,96,Released,R.I.P.D.,5.4,1260
140000000,22,en,Pirates of the Caribbean: The Curse of the Black Pearl,271.972889,9/07/2003,655011224,143,Released,Pirates of the Caribbean: The Curse of the Black Pearl,7.5,6985
125000000,131631,en,The Hunger Games: Mockingjay - Part 1,206.227151,18/11/2014,752100229,123,Released,The Hunger Games: Mockingjay - Part 1,6.6,5584
125000000,591,en,The Da Vinci Code,45.313197,17/05/2006,767820459,149,Released,The Da Vinci Code,6.5,2704
103000000,172385,en,Rio 2,42.40024,19/03/2014,500188435,102,Released,Rio 2,6.3,978
110000000,36658,en,X2,2.871739,24/04/2003,407711549,133,Released,X2,6.8,3506
125000000,51497,en,Fast Five,7.255718,20/04/2011,626137675,130,Released,Fast Five,7.1,2438
125000000,58574,en,Sherlock Holmes: A Game of Shadows,81.499621,22/11/2011,334615000,129,Released,Sherlock Holmes: A Game of Shadows,7,3886
125000000,18823,en,Clash of the Titans,47.686442,1/04/2010,232713139,106,Released,Clash of the Titans,5.6,2233
65000000,861,en,Total Recall,43.129703,1/06/1990,261317921,113,Released,Total Recall,7.1,1710
160000000,1911,en,The 13th Warrior,27.220157,27/08/1999,61698899,102,Released,The 13th Warrior,6.4,510
130000000,49040,en,The Bourne Legacy,90.33681,8/08/2012,276572938,120,Released,The Bourne Legacy,6,2651
125000000,415,en,Batman & Robin,50.073575,20/06/1997,238207122,125,Released,Batman & Robin,4.2,1418
123000000,8871,en,How the Grinch Stole Christmas,45.419668,17/11/2000,345141403,104,Released,How the Grinch Stole Christmas,6.2,1386
125000000,435,en,The Day After Tomorrow,41.380094,26/05/2004,544272402,124,Released,The Day After Tomorrow,6.2,2392
125000000,955,en,Mission: Impossible II,54.931334,24/05/2000,546388105,123,Released,Mission: Impossible II,5.9,1928
120000000,2133,en,The Perfect Storm,25.752118,15/03/2000,325756637,130,Released,The Perfect Storm,6.2,597
130000000,1979,en,4: Rise of the Silver Surfer,60.810723,13/06/2007,289047763,92,Released,Fantastic 4: Rise of the Silver Surfer,5.4,2589
120000000,87827,en,Life of Pi,51.328145,20/11/2012,609016565,127,Released,Life of Pi,7.2,5797
110000000,1250,en,Ghost Rider,46.834704,16/02/2007,228738393,114,Released,Ghost Rider,5.2,1712
120000000,324668,en,Jason Bourne,62.641286,27/07/2016,415484914,123,Released,Jason Bourne,5.9,2341
120000000,9471,en,Charlie's Angels: Full Throttle,33.616115,27/06/2003,259175788,106,Released,Charlie's Angels: Full Throttle,5.2,914
130000000,70981,en,Prometheus,68.889395,30/05/2012,403170142,124,Released,Prometheus,6.3,5080
120000000,10996,en,Stuart Little 2,27.990284,19/07/2002,169956806,78,Released,Stuart Little 2,5.4,613
115000000,68724,en,Elysium,67.33767,7/08/2013,286140700,109,Released,Elysium,6.4,3439
105000000,2789,en,The Chronicles of Riddick,27.835436,11/06/2004,115772733,119,Released,The Chronicles of Riddick,6.3,1570
120000000,97020,en,RoboCop,66.757869,30/01/2014,242688965,102,Released,RoboCop,5.7,2342
120000000,7459,en,Speed Racer,17.060695,9/05/2008,93945766,135,Released,Speed Racer,5.7,354
120000000,42888,en,How Do You Know,11.137655,17/12/2010,48668907,121,Released,How Do You Know,4.9,223
117000000,37834,en,Knight and Day,44.906918,15/06/2010,261930431,109,Released,Knight and Day,5.9,1547
120000000,75612,en,Oblivion,67.698004,10/04/2013,286168572,124,Released,Oblivion,6.4,4800
113000000,1895,en,Star Wars: Episode III - Revenge of the Sith,44.108427,17/05/2005,850000000,140,Released,Star Wars: Episode III - Revenge of the Sith,7.1,4116
120000000,1894,en,Star Wars: Episode II - Attack of the Clones,43.987061,15/05/2002,649398328,142,Released,Star Wars: Episode II - Attack of the Clones,6.4,3992
115000000,585,en,"Monsters, Inc.",106.815545,1/11/2001,562816256,92,Released,"Monsters, Inc.",7.5,5996
120000000,76170,en,The Wolverine,15.953444,23/07/2013,415440673,126,Released,The Wolverine,6.3,4053
115000000,1893,en,Star Wars: Episode I - The Phantom Menace,54.035265,19/05/1999,924317558,136,Released,Star Wars: Episode I - The Phantom Menace,6.3,4432
135000000,49519,en,The Croods,64.183321,20/03/2013,585178928,98,Released,The Croods,6.8,2399
97250400,2395,fr,Astérix aux Jeux Olympiques,20.344364,13/01/2008,132900000,116,Released,Asterix at the Olympic Games,5,471
115000000,12100,en,Windtalkers,18.714197,14/06/2002,77628265,134,Released,Windtalkers,5.8,341
115000000,290595,en,The Huntsman: Winter's War,60.467984,6/04/2016,164602163,114,Released,The Huntsman: Winter's War,6,1523
125000000,98566,en,Teenage Mutant Ninja Turtles,143.350376,7/08/2014,477200000,101,Released,Teenage Mutant Ninja Turtles,5.8,2636
105000000,49047,en,Gravity,110.153618,27/09/2013,716392705,91,Released,Gravity,7.3,5751
116000000,9619,en,Dante's Peak,16.90444,7/02/1997,178127760,108,Released,Dante's Peak,5.7,428
135000000,308531,en,Teenage Mutant Ninja Turtles: Out of the Shadows,39.873791,1/06/2016,245623848,112,Released,Teenage Mutant Ninja Turtles: Out of the Shadows,5.8,963
120000000,166424,en,Fantastic Four,38.126095,5/08/2015,167977596,100,Released,Fantastic Four,4.4,2278
110000000,1593,en,Night at the Museum,48.780039,20/10/2006,574480841,108,Released,Night at the Museum,6.3,2862
110000000,254128,en,San Andreas,100.412364,27/05/2015,470490832,114,Released,San Andreas,6,2968
